runtime,scheduler,algorithm,n,b,threads,rep,time,gflops
starpu,ws,potrf,19200,480,24,.1,3.830360e+00,6.159944e+02
starpu,lws,potrf,2400,480,24,.1,5.317706e-02,8.670808e+01
starpu,ws,geqrf,12000,480,24,.1,5.455000e+00,4.224176e+02
starpu,ws,potrf,24000,480,24,.1,7.508200e+00,6.137673e+02
starpu,lws,geqrf,16800,480,24,.1,1.441543e+01,4.386092e+02
starpu,lws,potrf,26400,480,24,.1,1.023329e+01,5.993768e+02
starpu,lws,potrf,9600,480,24,.1,5.687144e-01,5.186400e+02
starpu,ws,potrf,16800,480,24,.1,2.752815e+00,5.742068e+02
starpu,ws,geqrf,24000,480,24,.1,4.269135e+01,4.317773e+02
starpu,ws,potrf,12000,480,24,.1,9.925452e-01,5.803988e+02
starpu,ws,potrf,14400,480,24,.1,1.760712e+00,5.653576e+02
starpu,ws,geqrf,21600,480,24,.1,3.116370e+01,4.312024e+02
starpu,ws,geqrf,16800,480,24,.1,1.468665e+01,4.305093e+02
starpu,lws,geqrf,24000,480,24,.1,4.220405e+01,4.367626e+02
starpu,ws,geqrf,4800,480,24,.1,5.741757e-01,2.568937e+02
starpu,ws,geqrf,19200,480,24,.1,2.182909e+01,4.323553e+02
starpu,ws,potrf,2400,480,24,.1,5.360622e-02,8.601391e+01
starpu,lws,geqrf,7200,480,24,.1,1.413995e+00,3.520293e+02
starpu,lws,geqrf,28800,480,24,.1,7.327690e+01,4.346821e+02
starpu,ws,geqrf,9600,480,24,.1,2.878473e+00,4.098814e+02
starpu,lws,geqrf,2400,480,24,.1,2.184103e-01,8.444441e+01
starpu,ws,potrf,26400,480,24,.1,1.040533e+01,5.894666e+02
starpu,lws,geqrf,21600,480,24,.1,3.097909e+01,4.337719e+02
starpu,lws,geqrf,26400,480,24,.1,5.630329e+01,4.357541e+02
starpu,lws,potrf,28800,480,24,.1,1.333108e+01,5.973289e+02
starpu,lws,potrf,14400,480,24,.1,1.740309e+00,5.719856e+02
starpu,lws,potrf,21600,480,24,.1,5.748535e+00,5.844037e+02
