"algo","cfg","runtime","makespan","abe","workers","cpb","gpu","is_gpu","eff_abe","eff_cpb","eff_gpu"
"dpotrf","starpu:dmda","starpu",21234.443099,NA,23,934.923772000002,20919.6101545,TRUE,NA,22.7124860175231,1.0150496563834
"dpotrf","starpu:dmdas","starpu",21190.716085,NA,23,1041.56634700001,20912.21290725,TRUE,NA,20.3450468095814,1.01331772868731
"dpotrf","parsec:gd","parsec",20629.799539,NA,23,13210.174937,20233.708653,TRUE,NA,1.56165982944091,1.01957579269292
"dpotrf","parsec:lfq","parsec",23001.763631,NA,23,19091.66826,22601.77139,TRUE,NA,1.20480637510302,1.01769738460309
"dgetrf_nopiv","starpu:dmda","starpu",42187.654759,NA,23,1113.29694300001,41905.7148995,TRUE,NA,37.8943416886752,1.00672795727686
"dgetrf_nopiv","starpu:dmdas","starpu",42217.385259,NA,23,1266.94561299998,41561.69656525,TRUE,NA,33.3221764421554,1.0157762735388
"dgetrf_nopiv","parsec:gd","parsec",40849.595218,NA,23,36870.373455,40143.806087,TRUE,NA,1.1079246394902,1.01758152003501
"dgetrf_nopiv","parsec:lfq","parsec",42619.680201,NA,23,30840.206638,41906.823474,TRUE,NA,1.38195183648626,1.01701051685395
