runtime,scheduler,algorithm,n,b,threads,rep,time,gflops
starpu,ws,dgeqrf,12000,480,24,.5,5.548346e+00,4.153108e+02
starpu,ws,dgeqrf,7200,480,24,.5,1.368964e+00,3.636091e+02
starpu,ws,dpotrf,26400,480,24,.5,1.018640e+01,6.021358e+02
starpu,lws,dpotrf,9600,480,24,.5,5.421764e-01,5.440260e+02
starpu,ws,dpotrf,4800,480,24,.5,1.333103e-01,2.766143e+02
starpu,ws,dpotrf,24000,480,24,.5,7.727304e+00,5.963643e+02
starpu,lws,dpotrf,12000,480,24,.5,1.005600e+00,5.728638e+02
starpu,lws,dgeqrf,26400,480,24,.5,5.673242e+01,4.324580e+02
starpu,lws,dgeqrf,7200,480,24,.5,1.354089e+00,3.676033e+02
starpu,lws,dgeqrf,12000,480,24,.5,5.492345e+00,4.195454e+02
starpu,ws,dpotrf,21600,480,24,.5,5.635273e+00,5.961495e+02
starpu,lws,dpotrf,21600,480,24,.5,5.708355e+00,5.885173e+02
starpu,ws,dgeqrf,9600,480,24,.5,2.920882e+00,4.039302e+02
starpu,lws,dpotrf,19200,480,24,.5,3.945444e+00,5.980266e+02
starpu,lws,dpotrf,28800,480,24,.5,1.335178e+01,5.964027e+02
starpu,ws,dpotrf,16800,480,24,.5,2.686725e+00,5.883315e+02
starpu,lws,dpotrf,24000,480,24,.5,7.760595e+00,5.938060e+02
starpu,ws,dpotrf,19200,480,24,.5,4.013512e+00,5.878843e+02
starpu,ws,dpotrf,14400,480,24,.5,1.726368e+00,5.766046e+02
starpu,ws,dgeqrf,24000,480,24,.5,4.271735e+01,4.315144e+02
starpu,lws,dgeqrf,28800,480,24,.5,7.353984e+01,4.331279e+02
starpu,lws,dgeqrf,21600,480,24,.5,3.130994e+01,4.291883e+02
starpu,ws,dpotrf,12000,480,24,.5,9.806624e-01,5.874315e+02
starpu,ws,dgeqrf,14400,480,24,.5,9.463582e+00,4.207420e+02
starpu,lws,dpotrf,26400,480,24,.5,1.028307e+01,5.964753e+02
starpu,lws,dgeqrf,19200,480,24,.5,2.202420e+01,4.285250e+02
starpu,ws,dgeqrf,4800,480,24,.5,5.638933e-01,2.615780e+02
parsec,lfq,dgeqrf,24000,480,24,.1,4.238139e+01,4.349351e+02
parsec,gd,dpotrf,19200,480,24,.1,3.743981e+00,6.302063e+02
parsec,gd,dgeqrf,12000,480,24,.1,5.560918e+00,4.143719e+02
parsec,lfq,dpotrf,14400,480,24,.1,1.695532e+00,5.870910e+02
parsec,lfq,dpotrf,4800,480,24,.1,1.323872e-01,2.785430e+02
parsec,gd,dpotrf,16800,480,24,.1,2.561636e+00,6.170608e+02
parsec,lfq,dgeqrf,7200,480,24,.1,1.410848e+00,3.528145e+02
parsec,gd,dgeqrf,2400,480,24,.1,2.442780e-01,7.550223e+01
parsec,gd,dpotrf,2400,480,24,.1,5.772591e-02,7.987541e+01
parsec,gd,dpotrf,9600,480,24,.1,5.412810e-01,5.449260e+02
parsec,gd,dgeqrf,9600,480,24,.1,2.884778e+00,4.089855e+02
parsec,gd,dpotrf,26400,480,24,.1,9.849120e+00,6.227558e+02
parsec,lfq,dgeqrf,26400,480,24,.1,5.663451e+01,4.332056e+02
parsec,gd,dpotrf,12000,480,24,.1,9.645832e-01,5.972238e+02
parsec,gd,dgeqrf,4800,480,24,.1,5.986691e-01,2.463834e+02
parsec,lfq,dpotrf,24000,480,24,.1,7.528969e+00,6.120742e+02
parsec,lfq,dpotrf,9600,480,24,.1,5.282230e-01,5.583969e+02
parsec,lfq,dgeqrf,9600,480,24,.1,2.992402e+00,3.942760e+02
parsec,lfq,dgeqrf,12000,480,24,.1,5.534805e+00,4.163269e+02
parsec,gd,dpotrf,28800,480,24,.1,1.272075e+01,6.259879e+02
parsec,gd,dgeqrf,24000,480,24,.1,4.212006e+01,4.376335e+02
parsec,lfq,dgeqrf,28800,480,24,.1,7.309779e+01,4.357472e+02
parsec,lfq,dpotrf,16800,480,24,.1,2.575088e+00,6.138374e+02
parsec,gd,dgeqrf,21600,480,24,.1,3.082246e+01,4.359763e+02
parsec,lfq,dpotrf,7200,480,24,.1,2.705109e-01,4.600255e+02
parsec,lfq,dpotrf,28800,480,24,.1,1.290932e+01,6.168441e+02
parsec,gd,dgeqrf,26400,480,24,.1,5.583233e+01,4.394297e+02
parsec,lfq,dgeqrf,21600,480,24,.1,3.171159e+01,4.237524e+02
parsec,lfq,dgeqrf,16800,480,24,.1,1.481138e+01,4.268839e+02
parsec,lfq,dpotrf,21600,480,24,.1,5.517675e+00,6.088552e+02
parsec,lfq,dgeqrf,14400,480,24,.1,9.448895e+00,4.213960e+02
parsec,gd,dgeqrf,19200,480,24,.1,2.170532e+01,4.348207e+02
parsec,lfq,dgeqrf,19200,480,24,.1,2.196259e+01,4.297271e+02
parsec,gd,dpotrf,14400,480,24,.1,1.605553e+00,6.199931e+02
parsec,gd,dpotrf,24000,480,24,.1,7.439487e+00,6.194363e+02
parsec,gd,dgeqrf,28800,480,24,.1,7.245685e+01,4.396017e+02
parsec,gd,dpotrf,21600,480,24,.1,5.353222e+00,6.275595e+02
parsec,gd,dgeqrf,7200,480,24,.1,1.365655e+00,3.644901e+02
parsec,lfq,dpotrf,2400,480,24,.1,5.655384e-02,8.153081e+01
parsec,lfq,dpotrf,26400,480,24,.1,9.551132e+00,6.421853e+02
parsec,gd,dgeqrf,16800,480,24,.1,1.466257e+01,4.312165e+02
parsec,lfq,dpotrf,12000,480,24,.1,9.623270e-01,5.986240e+02
parsec,gd,dpotrf,7200,480,24,.1,2.795889e-01,4.450889e+02
parsec,gd,dgeqrf,14400,480,24,.1,9.313975e+00,4.275003e+02
parsec,lfq,dgeqrf,2400,480,24,.1,2.440779e-01,7.556411e+01
parsec,lfq,dgeqrf,4800,480,24,.1,6.163740e-01,2.393062e+02
parsec,lfq,dpotrf,19200,480,24,.1,3.850843e+00,6.127179e+02
parsec,gd,dpotrf,4800,480,24,.1,1.368909e-01,2.693789e+02
parsec,gd,dgeqrf,4800,480,24,.2,6.113369e-01,2.412779e+02
parsec,lfq,dpotrf,7200,480,24,.2,2.732570e-01,4.554025e+02
parsec,gd,dgeqrf,24000,480,24,.2,4.201860e+01,4.386903e+02
parsec,gd,dgeqrf,16800,480,24,.2,1.456849e+01,4.340010e+02
parsec,gd,dpotrf,14400,480,24,.2,1.591362e+00,6.255218e+02
parsec,gd,dgeqrf,7200,480,24,.2,1.370666e+00,3.631575e+02
parsec,lfq,dgeqrf,26400,480,24,.2,5.672574e+01,4.325089e+02
parsec,lfq,dpotrf,16800,480,24,.2,2.617497e+00,6.038918e+02
parsec,lfq,dpotrf,24000,480,24,.2,7.700312e+00,5.984547e+02
parsec,lfq,dpotrf,28800,480,24,.2,1.313677e+01,6.061642e+02
parsec,lfq,dpotrf,4800,480,24,.2,1.311240e-01,2.812263e+02
parsec,lfq,dpotrf,2400,480,24,.2,5.738497e-02,8.034997e+01
parsec,lfq,dgeqrf,14400,480,24,.2,9.366143e+00,4.251192e+02
parsec,lfq,dgeqrf,9600,480,24,.2,2.954278e+00,3.993640e+02
parsec,gd,dpotrf,2400,480,24,.2,5.676317e-02,8.123014e+01
parsec,lfq,dgeqrf,2400,480,24,.2,2.452369e-01,7.520701e+01
parsec,gd,dgeqrf,26400,480,24,.2,5.578910e+01,4.397703e+02
parsec,gd,dpotrf,4800,480,24,.2,1.354749e-01,2.721944e+02
parsec,gd,dpotrf,26400,480,24,.2,9.794847e+00,6.262065e+02
parsec,gd,dpotrf,24000,480,24,.2,7.570875e+00,6.086863e+02
parsec,gd,dgeqrf,2400,480,24,.2,2.425261e-01,7.604763e+01
parsec,gd,dpotrf,28800,480,24,.2,1.279577e+01,6.223181e+02
parsec,lfq,dgeqrf,28800,480,24,.2,7.306360e+01,4.359511e+02
parsec,lfq,dgeqrf,16800,480,24,.2,1.479740e+01,4.272872e+02
parsec,lfq,dgeqrf,4800,480,24,.2,6.184990e-01,2.384840e+02
parsec,gd,dgeqrf,19200,480,24,.2,2.159683e+01,4.370049e+02
parsec,lfq,dpotrf,26400,480,24,.2,9.987141e+00,6.141494e+02
parsec,lfq,dpotrf,19200,480,24,.2,4.009106e+00,5.885303e+02
parsec,gd,dgeqrf,21600,480,24,.2,3.071672e+01,4.374771e+02
parsec,gd,dpotrf,12000,480,24,.2,9.935901e-01,5.797884e+02
parsec,lfq,dgeqrf,21600,480,24,.2,3.126458e+01,4.298110e+02
parsec,gd,dgeqrf,14400,480,24,.2,9.261667e+00,4.299147e+02
parsec,gd,dpotrf,16800,480,24,.2,2.515027e+00,6.284963e+02
parsec,gd,dpotrf,7200,480,24,.2,2.783740e-01,4.470315e+02
parsec,lfq,dpotrf,9600,480,24,.2,5.647271e-01,5.223020e+02
parsec,lfq,dpotrf,12000,480,24,.2,1.012556e+00,5.689286e+02
parsec,lfq,dpotrf,21600,480,24,.2,5.458346e+00,6.154731e+02
parsec,lfq,dgeqrf,12000,480,24,.2,5.576835e+00,4.131892e+02
parsec,gd,dgeqrf,28800,480,24,.2,7.230766e+01,4.405087e+02
parsec,gd,dgeqrf,12000,480,24,.2,5.443738e+00,4.232915e+02
parsec,lfq,dpotrf,14400,480,24,.2,1.685366e+00,5.906324e+02
parsec,lfq,dgeqrf,19200,480,24,.2,2.194322e+01,4.301065e+02
parsec,gd,dpotrf,21600,480,24,.2,5.312518e+00,6.323678e+02
parsec,lfq,dgeqrf,7200,480,24,.2,1.416825e+00,3.513262e+02
parsec,gd,dpotrf,9600,480,24,.2,5.434961e-01,5.427050e+02
parsec,lfq,dgeqrf,24000,480,24,.2,4.245136e+01,4.342181e+02
parsec,gd,dgeqrf,9600,480,24,.2,2.905174e+00,4.061142e+02
parsec,gd,dpotrf,19200,480,24,.2,3.752272e+00,6.288138e+02
parsec,lfq,dpotrf,12000,480,24,.3,9.871678e-01,5.835603e+02
parsec,gd,dgeqrf,19200,480,24,.3,2.161251e+01,4.366879e+02
parsec,lfq,dpotrf,7200,480,24,.3,2.611599e-01,4.764971e+02
parsec,gd,dgeqrf,16800,480,24,.3,1.458688e+01,4.334540e+02
parsec,lfq,dgeqrf,2400,480,24,.3,2.437279e-01,7.567262e+01
parsec,gd,dgeqrf,9600,480,24,.3,2.890770e+00,4.081377e+02
parsec,lfq,dgeqrf,28800,480,24,.3,7.317086e+01,4.353120e+02
parsec,gd,dgeqrf,7200,480,24,.3,1.422855e+00,3.498373e+02
parsec,gd,dpotrf,28800,480,24,.3,1.253749e+01,6.351380e+02
parsec,lfq,dgeqrf,9600,480,24,.3,2.965443e+00,3.978604e+02
parsec,lfq,dpotrf,28800,480,24,.3,1.308186e+01,6.087087e+02
parsec,gd,dpotrf,2400,480,24,.3,6.451917e-02,7.146528e+01
parsec,gd,dgeqrf,28800,480,24,.3,7.231354e+01,4.404729e+02
parsec,lfq,dgeqrf,16800,480,24,.3,1.474815e+01,4.287141e+02
parsec,gd,dgeqrf,4800,480,24,.3,6.070318e-01,2.429891e+02
