runtime,scheduler,algorithm,n,b,threads,rep,time,gflops
starpu,lws,potrf,19200,256,24,.3,4.153713e+00,5.680412e+02
starpu,lws,geqrf,19200,960,24,.3,2.777276e+01,3.398266e+02
starpu,lws,geqrf,19200,384,24,.3,2.214842e+01,4.261217e+02
starpu,lws,potrf,19200,480,24,.3,4.176863e+00,5.648929e+02
starpu,ws,geqrf,19200,256,24,.3,2.438507e+01,3.870368e+02
starpu,lws,geqrf,19200,480,24,.3,2.228075e+01,4.235908e+02
starpu,ws,potrf,19200,200,24,.3,4.444592e+00,5.308655e+02
starpu,lws,potrf,19200,320,24,.3,4.127084e+00,5.717064e+02
starpu,ws,potrf,19200,384,24,.3,4.067375e+00,5.800990e+02
starpu,lws,geqrf,19200,640,24,.3,2.662346e+01,3.544964e+02
starpu,lws,geqrf,19200,320,24,.3,2.236126e+01,4.220657e+02
starpu,lws,geqrf,19200,256,24,.3,2.424485e+01,3.892753e+02
starpu,ws,geqrf,19200,960,24,.3,2.794107e+01,3.377796e+02
starpu,ws,potrf,19200,640,24,.3,4.157158e+00,5.675705e+02
starpu,ws,potrf,19200,480,24,.3,4.057447e+00,5.815185e+02
starpu,ws,potrf,19200,960,24,.4,4.390945e+00,5.373514e+02
starpu,lws,geqrf,19200,384,24,.4,2.218988e+01,4.253256e+02
starpu,ws,potrf,19200,384,24,.4,4.058452e+00,5.813744e+02
starpu,lws,potrf,19200,200,24,.4,4.465870e+00,5.283360e+02
starpu,ws,geqrf,19200,320,24,.4,2.243031e+01,4.207664e+02
starpu,ws,geqrf,19200,480,24,.4,2.231005e+01,4.230346e+02
starpu,ws,geqrf,19200,384,24,.4,2.209215e+01,4.272070e+02
starpu,ws,geqrf,19200,200,24,.4,2.557432e+01,3.690390e+02
starpu,lws,geqrf,19200,200,24,.4,2.569325e+01,3.673307e+02
starpu,lws,geqrf,19200,960,24,.4,2.741691e+01,3.442373e+02
starpu,ws,geqrf,19200,640,24,.4,2.694489e+01,3.502675e+02
starpu,lws,potrf,19200,320,24,.4,4.146866e+00,5.689791e+02
starpu,lws,potrf,19200,384,24,.4,4.010622e+00,5.883078e+02
starpu,lws,geqrf,19200,256,24,.4,2.428408e+01,3.886465e+02
starpu,ws,potrf,19200,256,24,.4,4.151614e+00,5.683284e+02
starpu,lws,geqrf,19200,480,24,.4,2.224972e+01,4.241816e+02
starpu,ws,potrf,19200,640,24,.4,4.225402e+00,5.584038e+02
starpu,lws,potrf,19200,480,24,.4,4.132098e+00,5.710127e+02
starpu,ws,potrf,19200,200,24,.4,4.435569e+00,5.319454e+02
starpu,lws,geqrf,19200,320,24,.4,2.229846e+01,4.232545e+02
starpu,ws,geqrf,19200,256,24,.4,2.433744e+01,3.877943e+02
starpu,lws,potrf,19200,256,24,.4,4.165648e+00,5.664138e+02
starpu,lws,potrf,19200,960,24,.4,4.438204e+00,5.316296e+02
starpu,ws,potrf,19200,320,24,.4,4.121445e+00,5.724886e+02
starpu,lws,geqrf,19200,640,24,.4,2.635675e+01,3.580836e+02
starpu,lws,potrf,19200,640,24,.4,4.078350e+00,5.785380e+02
starpu,ws,potrf,19200,480,24,.4,4.158767e+00,5.673510e+02
starpu,ws,geqrf,19200,960,24,.4,2.739141e+01,3.445577e+02
starpu,ws,geqrf,19200,320,24,.5,2.238611e+01,4.215972e+02
starpu,lws,potrf,19200,200,24,.5,4.441389e+00,5.312483e+02
starpu,ws,geqrf,19200,960,24,.5,2.722317e+01,3.466870e+02
starpu,lws,geqrf,19200,960,24,.5,2.768658e+01,3.408843e+02
starpu,lws,geqrf,19200,640,24,.5,2.634201e+01,3.582841e+02
starpu,ws,geqrf,19200,200,24,.5,2.559000e+01,3.688129e+02
starpu,lws,geqrf,19200,480,24,.5,2.224732e+01,4.242274e+02
starpu,ws,geqrf,19200,640,24,.5,2.636825e+01,3.579275e+02
starpu,lws,geqrf,19200,256,24,.5,2.439132e+01,3.869378e+02
starpu,ws,geqrf,19200,384,24,.5,2.216549e+01,4.257934e+02
starpu,ws,potrf,19200,640,24,.5,4.181857e+00,5.642183e+02
starpu,ws,geqrf,19200,480,24,.5,2.235027e+01,4.222733e+02
starpu,ws,potrf,19200,200,24,.5,4.472618e+00,5.275390e+02
starpu,ws,potrf,19200,256,24,.5,4.203771e+00,5.612771e+02
starpu,ws,geqrf,19200,256,24,.5,2.450467e+01,3.851478e+02
starpu,lws,geqrf,19200,384,24,.5,2.211292e+01,4.268058e+02
starpu,ws,potrf,19200,384,24,.5,4.064112e+00,5.805648e+02
starpu,lws,potrf,19200,384,24,.5,4.066475e+00,5.802274e+02
starpu,ws,potrf,19200,960,24,.5,4.480835e+00,5.265716e+02
starpu,lws,potrf,19200,640,24,.5,4.100012e+00,5.754813e+02
starpu,lws,potrf,19200,480,24,.5,4.142349e+00,5.695996e+02
starpu,lws,geqrf,19200,200,24,.5,2.550066e+01,3.701050e+02
starpu,lws,potrf,19200,320,24,.5,4.114846e+00,5.734068e+02
starpu,lws,potrf,19200,256,24,.5,4.157245e+00,5.675586e+02
starpu,lws,geqrf,19200,320,24,.5,2.225389e+01,4.241020e+02
starpu,ws,potrf,19200,480,24,.5,4.159612e+00,5.672357e+02
starpu,lws,potrf,19200,960,24,.5,4.412116e+00,5.347730e+02
starpu,ws,potrf,19200,320,24,.5,4.126825e+00,5.717422e+02
parsec,lfq,potrf,19200,640,24,.1,4.073031e+00,5.792935e+02
parsec,lfq,geqrf,19200,320,24,.1,2.200976e+01,4.288062e+02
parsec,gd,potrf,19200,200,24,.1,3.951679e+00,5.970830e+02
parsec,lfq,potrf,19200,320,24,.1,3.997600e+00,5.902242e+02
parsec,gd,potrf,19200,320,24,.1,3.914766e+00,6.027130e+02
parsec,lfq,geqrf,19200,960,24,.1,2.807124e+01,3.362132e+02
parsec,gd,geqrf,19200,256,24,.1,2.437707e+01,3.871639e+02
parsec,lfq,potrf,19200,480,24,.1,3.927738e+00,6.007224e+02
parsec,gd,potrf,19200,960,24,.1,4.342487e+00,5.433477e+02
parsec,gd,potrf,19200,640,24,.1,4.034530e+00,5.848216e+02
parsec,lfq,geqrf,19200,480,24,.1,2.229962e+01,4.232324e+02
parsec,lfq,potrf,19200,960,24,.1,4.347357e+00,5.427390e+02
parsec,gd,geqrf,19200,320,24,.1,2.234762e+01,4.223234e+02
parsec,gd,geqrf,19200,200,24,.1,2.580493e+01,3.657410e+02
parsec,lfq,potrf,19200,200,24,.1,4.066898e+00,5.801671e+02
parsec,lfq,geqrf,19200,200,24,.1,2.562319e+01,3.683351e+02
parsec,lfq,geqrf,19200,384,24,.1,2.216652e+01,4.257737e+02
parsec,lfq,geqrf,19200,256,24,.1,2.427464e+01,3.887976e+02
parsec,lfq,potrf,19200,384,24,.1,3.959201e+00,5.959486e+02
parsec,gd,geqrf,19200,480,24,.1,2.208071e+01,4.274284e+02
parsec,gd,potrf,19200,480,24,.1,3.957726e+00,5.961707e+02
parsec,lfq,geqrf,19200,640,24,.1,2.648221e+01,3.563872e+02
parsec,gd,geqrf,19200,384,24,.1,2.206563e+01,4.277205e+02
parsec,gd,geqrf,19200,640,24,.1,2.574552e+01,3.665850e+02
parsec,lfq,potrf,19200,256,24,.1,3.941390e+00,5.986417e+02
parsec,gd,geqrf,19200,960,24,.1,2.712774e+01,3.479067e+02
parsec,gd,potrf,19200,384,24,.1,3.820381e+00,6.176034e+02
parsec,gd,potrf,19200,256,24,.1,3.864061e+00,6.106219e+02
parsec,lfq,geqrf,19200,384,24,.2,2.209734e+01,4.271067e+02
parsec,lfq,geqrf,19200,640,24,.2,2.601950e+01,3.627249e+02
parsec,gd,geqrf,19200,320,24,.2,2.234281e+01,4.224142e+02
parsec,gd,potrf,19200,640,24,.2,4.031993e+00,5.851896e+02
parsec,gd,geqrf,19200,256,24,.2,2.435888e+01,3.874530e+02
parsec,lfq,potrf,19200,640,24,.2,4.182965e+00,5.640689e+02
parsec,lfq,potrf,19200,200,24,.2,4.019961e+00,5.869411e+02
parsec,gd,potrf,19200,960,24,.2,4.360811e+00,5.410646e+02
parsec,gd,potrf,19200,384,24,.2,3.908788e+00,6.036348e+02
parsec,lfq,potrf,19200,320,24,.2,3.995493e+00,5.905355e+02
parsec,lfq,potrf,19200,256,24,.2,3.938697e+00,5.990510e+02
parsec,lfq,geqrf,19200,480,24,.2,2.224005e+01,4.243661e+02
parsec,gd,geqrf,19200,384,24,.2,2.209204e+01,4.272092e+02
parsec,lfq,geqrf,19200,200,24,.2,2.561722e+01,3.684209e+02
parsec,lfq,geqrf,19200,320,24,.2,2.235744e+01,4.221379e+02
parsec,gd,potrf,19200,200,24,.2,3.962289e+00,5.954842e+02
parsec,gd,potrf,19200,320,24,.2,3.954000e+00,5.967325e+02
parsec,gd,potrf,19200,480,24,.2,4.004241e+00,5.892453e+02
parsec,lfq,geqrf,19200,256,24,.2,2.430057e+01,3.883827e+02
parsec,lfq,geqrf,19200,960,24,.2,2.882682e+01,3.274007e+02
parsec,gd,geqrf,19200,640,24,.2,2.568416e+01,3.674608e+02
parsec,gd,geqrf,19200,200,24,.2,2.577457e+01,3.661718e+02
parsec,lfq,potrf,19200,384,24,.2,3.972375e+00,5.939722e+02
parsec,gd,geqrf,19200,480,24,.2,2.209720e+01,4.271095e+02
parsec,lfq,potrf,19200,480,24,.2,4.060687e+00,5.810545e+02
parsec,gd,geqrf,19200,960,24,.2,2.798604e+01,3.372368e+02
parsec,lfq,potrf,19200,960,24,.2,4.371191e+00,5.397798e+02
parsec,gd,potrf,19200,256,24,.2,3.893283e+00,6.060388e+02
parsec,lfq,potrf,19200,384,24,.3,3.958382e+00,5.960719e+02
parsec,gd,geqrf,19200,256,24,.3,2.432922e+01,3.879253e+02
parsec,gd,potrf,19200,960,24,.3,4.331608e+00,5.447123e+02
parsec,gd,potrf,19200,480,24,.3,3.987396e+00,5.917346e+02
parsec,gd,geqrf,19200,200,24,.3,2.579003e+01,3.659524e+02
parsec,gd,potrf,19200,384,24,.3,3.852031e+00,6.125289e+02
parsec,lfq,potrf,19200,960,24,.3,4.389183e+00,5.375671e+02
parsec,gd,potrf,19200,320,24,.3,3.988887e+00,5.915134e+02
parsec,gd,geqrf,19200,640,24,.3,2.589910e+01,3.644112e+02
parsec,lfq,geqrf,19200,384,24,.3,2.212265e+01,4.266180e+02
parsec,lfq,geqrf,19200,320,24,.3,2.235864e+01,4.221152e+02
parsec,lfq,potrf,19200,640,24,.3,4.064677e+00,5.804841e+02
parsec,gd,geqrf,19200,320,24,.3,2.236896e+01,4.219204e+02
parsec,gd,geqrf,19200,480,24,.3,2.206757e+01,4.276829e+02
parsec,lfq,potrf,19200,200,24,.3,4.060984e+00,5.810120e+02
parsec,lfq,potrf,19200,320,24,.3,3.998951e+00,5.900248e+02
parsec,lfq,potrf,19200,480,24,.3,4.111733e+00,5.738408e+02
parsec,lfq,geqrf,19200,200,24,.3,2.562829e+01,3.682618e+02
parsec,lfq,geqrf,19200,960,24,.3,2.742323e+01,3.441579e+02
parsec,lfq,geqrf,19200,256,24,.3,2.433747e+01,3.877939e+02
parsec,gd,potrf,19200,256,24,.3,3.861871e+00,6.109682e+02
parsec,gd,geqrf,19200,384,24,.3,2.209105e+01,4.272283e+02
parsec,lfq,potrf,19200,256,24,.3,3.947954e+00,5.976463e+02
parsec,lfq,geqrf,19200,480,24,.3,2.217662e+01,4.255798e+02
parsec,gd,geqrf,19200,960,24,.3,2.765044e+01,3.413299e+02
parsec,gd,potrf,19200,200,24,.3,3.924255e+00,6.012556e+02
parsec,lfq,geqrf,19200,640,24,.3,2.665835e+01,3.540325e+02
parsec,gd,potrf,19200,640,24,.3,3.981218e+00,5.926529e+02
parsec,gd,geqrf,19200,200,24,.4,2.575339e+01,3.664730e+02
parsec,lfq,potrf,19200,256,24,.4,3.928226e+00,6.006478e+02
parsec,gd,potrf,19200,640,24,.4,4.003699e+00,5.893251e+02
parsec,lfq,geqrf,19200,384,24,.4,2.223109e+01,4.245370e+02
parsec,gd,potrf,19200,384,24,.4,3.843927e+00,6.138203e+02
parsec,lfq,potrf,19200,960,24,.4,4.589133e+00,5.141451e+02
parsec,lfq,potrf,19200,200,24,.4,4.049711e+00,5.826293e+02
parsec,lfq,geqrf,19200,960,24,.4,2.774300e+01,3.401911e+02
parsec,gd,potrf,19200,960,24,.4,4.239334e+00,5.565686e+02
parsec,lfq,geqrf,19200,480,24,.4,2.221302e+01,4.248823e+02
parsec,lfq,geqrf,19200,200,24,.4,2.562166e+01,3.683571e+02
parsec,gd,geqrf,19200,320,24,.4,2.235652e+01,4.221552e+02
parsec,gd,geqrf,19200,480,24,.4,2.212765e+01,4.265216e+02
parsec,lfq,potrf,19200,384,24,.4,3.969237e+00,5.944418e+02
parsec,gd,potrf,19200,320,24,.4,3.963071e+00,5.953666e+02
parsec,lfq,geqrf,19200,256,24,.4,2.437060e+01,3.872667e+02
parsec,gd,potrf,19200,200,24,.4,3.977385e+00,5.932240e+02
parsec,gd,potrf,19200,256,24,.4,3.910168e+00,6.034217e+02
parsec,gd,geqrf,19200,640,24,.4,2.570121e+01,3.672171e+02
parsec,gd,geqrf,19200,384,24,.4,2.208835e+01,4.272806e+02
parsec,lfq,potrf,19200,320,24,.4,3.989710e+00,5.913915e+02
parsec,gd,geqrf,19200,960,24,.4,2.754198e+01,3.426740e+02
parsec,lfq,geqrf,19200,640,24,.4,2.651571e+01,3.559370e+02
parsec,lfq,potrf,19200,640,24,.4,4.182287e+00,5.641603e+02
parsec,lfq,geqrf,19200,320,24,.4,2.235836e+01,4.221205e+02
parsec,lfq,potrf,19200,480,24,.4,4.148690e+00,5.687290e+02
parsec,gd,potrf,19200,480,24,.4,4.035090e+00,5.847404e+02
parsec,gd,geqrf,19200,256,24,.4,2.432400e+01,3.880086e+02
parsec,lfq,potrf,19200,200,24,.5,4.046057e+00,5.831555e+02
parsec,lfq,geqrf,19200,960,24,.5,2.797234e+01,3.374019e+02
parsec,lfq,geqrf,19200,640,24,.5,2.601260e+01,3.628211e+02
parsec,lfq,potrf,19200,256,24,.5,3.913126e+00,6.029656e+02
parsec,gd,potrf,19200,960,24,.5,4.375575e+00,5.392389e+02
parsec,gd,geqrf,19200,200,24,.5,2.580327e+01,3.657645e+02
parsec,lfq,geqrf,19200,320,24,.5,2.241852e+01,4.209877e+02
parsec,lfq,potrf,19200,320,24,.5,3.991917e+00,5.910645e+02
parsec,gd,geqrf,19200,384,24,.5,2.199292e+01,4.291345e+02
parsec,gd,geqrf,19200,480,24,.5,2.210128e+01,4.270305e+02
parsec,lfq,potrf,19200,480,24,.5,4.062185e+00,5.808402e+02
parsec,gd,potrf,19200,256,24,.5,3.919604e+00,6.019690e+02
parsec,lfq,potrf,19200,960,24,.5,4.418326e+00,5.340213e+02
parsec,gd,geqrf,19200,960,24,.5,2.697060e+01,3.499336e+02
parsec,lfq,geqrf,19200,480,24,.5,2.238098e+01,4.216938e+02
parsec,lfq,geqrf,19200,200,24,.5,2.561367e+01,3.684721e+02
parsec,lfq,geqrf,19200,384,24,.5,2.224711e+01,4.242314e+02
parsec,lfq,potrf,19200,384,24,.5,3.999118e+00,5.900002e+02
parsec,gd,geqrf,19200,320,24,.5,2.237337e+01,4.218372e+02
parsec,gd,geqrf,19200,640,24,.5,2.583461e+01,3.653209e+02
parsec,lfq,potrf,19200,640,24,.5,4.190449e+00,5.630615e+02
parsec,gd,potrf,19200,480,24,.5,4.024690e+00,5.862514e+02
parsec,gd,potrf,19200,200,24,.5,3.995038e+00,5.906027e+02
parsec,gd,potrf,19200,384,24,.5,3.899730e+00,6.050368e+02
parsec,lfq,geqrf,19200,256,24,.5,2.427972e+01,3.887163e+02
parsec,gd,geqrf,19200,256,24,.5,2.429678e+01,3.884433e+02
parsec,gd,potrf,19200,320,24,.5,3.926227e+00,6.009536e+02
parsec,gd,potrf,19200,640,24,.5,4.089873e+00,5.769080e+02
